Воин_ИД,Название,Длительность
19813,Severing Charm,2
19819,Boggart-Banishing Spell,4
19821,Patronus Charm,3
19821,Piertotum Locomotor,3
19822,Snake-Vanishing Spell,2
19822,Incarcerous Spell,3
19828,Lumos Solem Spell,5
19829,Memory Charm,0
19829,Tickling Charm,4
19829,Incarcerous Spell,1
19837,Portus,4
19837,Peskipiksi Pesternomi,0
19838,Cistem Aperio,3
19838,Engorgement Charm,4
19838,Launch an object up into the air,4
19841,Protego totalum,0
19841,Shield Charm,0
19842,Repello Inimicum,2
19842,Portus,3
19842,Incarcerous Spell,2
19848,Engorgement Charm,4
19848,Protego Maxima,1
19852,Tickling Charm,1
19852,Wand-Lighting Charm,4
19853,Episkey,4
19853,Shrinking Charm,4
19853,Memory Charm,0
19856,Portus,2
19856,Water-Making Spell,3
19856,Cistem Aperio,0
19869,Mending Charm,5
19869,Salvio hexia,0
19869,Brackium Emendo,1
19870,Episkey,1
19870,Killing Curse,2
19871,Portus,1
19871,Human Presence Revealing Spell,2
19871,Leg-Locker Curse,4
19878,Human Presence Revealing Spell,2
19879,Sectumsempra,5
19900,Killing Curse,5
19900,Piertotum Locomotor,3
19900,Imperius Curse,2
19910,Incarcerous Spell,2
19910,Dissendium,0
19914,Disarming Charm,2
19916,Locomotion Charm,0
19916,Repello Inimicum,4
19921,Cruciatus Curse,2
19923,Lumos Maxima,4
19925,Lumos Solem Spell,4
19925,Engorgement Charm,5
19928,Water-Making Spell,0
19928,Human Presence Revealing Spell,2
19931,Killing Curse,2
19938,Reverse Spell,3
19960,Mending Charm,1
19960,Shield Charm,5
19960,Repello Inimicum,4
19961,Oculus Reparo,5
19961,Locking Spell,4
19961,Fire-Making Spell,0
19969,Disarming Charm,3
19969,Human Presence Revealing Spell,0
19981,General Counter-Spell,4
19981,Stunning Spell,3
19981,Shield Charm,0
19991,Oppugno Jinx,5
19995,Episkey,4
19995,Shield Charm,0
20000,Oppugno Jinx,3
20011,Oculus Reparo,2
20011,Spider repelling spell,2
20011,Dissendium,4
20012,Cistem Aperio,3
20012,Impediment Jinx,4
20012,Mending Charm,3
20019,Peskipiksi Pesternomi,3
20019,Lumos Solem Spell,3
20020,General Counter-Spell,3
20023,Lumos Solem Spell,1
20023,Human Presence Revealing Spell,5
20039,Exploding Charm,2
20039,Boggart-Banishing Spell,1
20047,Summoning Charm,4
20047,Locomotion Charm,2
20049,Blasting Curse,5
20049,Expulso Curse,5
20049,Brackium Emendo,4
20057,Expulso Curse,4
20057,Shield Charm,5
20057,Summoning Charm,5
20067,Sectumsempra,2
20067,Lumos Solem Spell,3
20071,Locking Spell,5
20071,Peskipiksi Pesternomi,0
20080,Sectumsempra,5
20086,Protego totalum,1
20086,Boggart-Banishing Spell,1
20091,Locomotion Charm,2
20091,Incarcerous Spell,2
20091,Killing Curse,0
20102,Reverse Spell,0
20102,Human Presence Revealing Spell,1
20104,Slowing Charm,5
20104,Dissendium,0
20108,Slowing Charm,2
20124,Shrinking Charm,4
20124,Spider repelling spell,1
20124,Exploding Charm,0
20134,Repello Inimicum,4
20136,Salvio hexia,0
20136,Levicorpus,5
20136,Summoning Charm,0
20163,Boggart-Banishing Spell,4
20164,Wand-Lighting Charm,2
20164,Human Presence Revealing Spell,1
20165,Launch an object up into the air,5
20165,Dissendium,1
20165,Shield Charm,1
20172,Blasting Curse,4
20173,Fire-Making Spell,4
20174,Exploding Charm,0
20174,General Counter-Spell,1
20177,Severing Charm,4
20179,Lumos Solem Spell,1
20179,Levicorpus,3
20186,Patronus Charm,0
20186,Brackium Emendo,5
20202,Brackium Emendo,0
20202,Protego totalum,5
20202,Piertotum Locomotor,1
20206,Piertotum Locomotor,1
20211,Shield Charm,0
20211,Protego Maxima,5
20211,Stunning Spell,1
20223,Summoning Charm,0
20223,Unlocking Charm,0
20223,Wand-Extinguishing Charm,4
20225,Patronus Charm,1
20225,Vera Verto,5
20229,Boggart-Banishing Spell,3
20229,General Counter-Spell,3
20229,Leg-Locker Curse,3
20234,Launch an object up into the air,0
20240,Peskipiksi Pesternomi,0
20241,General Counter-Spell,0
20241,Shrinking Charm,2
20249,Wand-Lighting Charm,5
20249,Imperius Curse,4
20249,Mending Charm,2
20250,Launch an object up into the air,1
20250,Killing Curse,0
20252,Summoning Charm,0
20252,Oppugno Jinx,2
20252,Snake-Vanishing Spell,5
20260,Levitation Charm,3
20260,Brackium Emendo,5
20260,Locomotion Charm,0
20268,Sectumsempra,0
20268,Peskipiksi Pesternomi,0
20268,Portus,0
20272,Cistem Aperio,2
20272,Imperius Curse,3
20272,Repello Inimicum,2
20281,Disarming Charm,1
20287,Fire-Making Spell,4
20287,Memory Charm,1
20290,Levicorpus,2
20290,Piertotum Locomotor,2
20290,Snake-Vanishing Spell,2
20299,Snake-Vanishing Spell,4
20299,Mending Charm,5
20299,Locomotion Charm,0
20302,Spider repelling spell,4
20311,Dissendium,5
20316,Locomotion Charm,2
20316,Vera Verto,1
20317,Levitation Charm,0
20325,Levitation Charm,1
20337,Oculus Reparo,0
20337,Revelio Charm,0
20337,Levicorpus,5
20344,Levitation Charm,5
20344,Tickling Charm,4
20344,Vera Verto,3
20355,Fire-Making Spell,3
20355,Snake-Vanishing Spell,0
20362,Sectumsempra,5
20373,Killing Curse,5
20373,Stunning Spell,3
20373,Expulso Curse,0
20375,Human Presence Revealing Spell,3
20377,Brackium Emendo,0
20377,Locomotion Charm,2
20378,Blasting Curse,5
20378,Reverse Spell,0
20381,Disarming Charm,0
20381,Patronus Charm,4
20381,Cistem Aperio,0
20382,Fire-Making Spell,5
20383,Cistem Aperio,1
20383,Boggart-Banishing Spell,2
20384,Locking Spell,5
20384,Slowing Charm,5
20384,Snake-Vanishing Spell,2
20393,Exploding Charm,5
20401,Muffliato Charm,5
20402,Oppugno Jinx,0
20402,Lumos Maxima,3
20402,Spider repelling spell,0
20404,Fire-Making Spell,5
20405,Protego Maxima,5
20405,Snake Summons Spell,4
20405,Tickling Charm,1
20413,Slowing Charm,1
20417,Piertotum Locomotor,4
20417,Revelio Charm,2
20417,Disarming Charm,4
20421,Mending Charm,1
20432,Impediment Jinx,3
20443,Imperius Curse,0
20443,Vera Verto,2
20443,Protego totalum,2
20450,Locking Spell,1
20450,Unlocking Charm,1
20450,Lumos Maxima,4
20460,Mending Charm,4
20460,Disarming Charm,1
20467,Snake-Vanishing Spell,4
20467,Mending Charm,2
20473,Patronus Charm,1
20481,Salvio hexia,2
20481,Stunning Spell,1
20481,Launch an object up into the air,5
20488,General Counter-Spell,5
20488,Episkey,0
20488,Repello Inimicum,1
20496,Impediment Jinx,3
20499,Locking Spell,3
20504,Levitation Charm,4
20504,Peskipiksi Pesternomi,4
20504,Snake-Vanishing Spell,4
20512,Brackium Emendo,1
20517,Revulsion Jinx,3
20517,Patronus Charm,0
20522,Brackium Emendo,0
20522,Cruciatus Curse,1
20523,Oculus Reparo,4
20523,Peskipiksi Pesternomi,4
20524,Unlocking Charm,4
20529,Shrinking Charm,3
20530,Portus,5
20533,Lumos Maxima,3
20534,Slowing Charm,4
20548,Launch an object up into the air,2
20548,Killing Curse,5
20548,Memory Charm,5
20550,Revulsion Jinx,4
20550,Dissendium,3
20550,Episkey,0
20551,Cruciatus Curse,5
20552,General Counter-Spell,4
20556,Memory Charm,4
20556,Portus,5
20556,Patronus Charm,2
20558,Oculus Reparo,1
20558,Impediment Jinx,3
20558,Repello Inimicum,4
20562,Incarcerous Spell,5
20571,Salvio hexia,4
20571,Snake-Vanishing Spell,4
20578,Killing Curse,0
20578,Water-Making Spell,2
20578,Repello Inimicum,2
20579,Protego totalum,0
20580,Reverse Spell,5
20580,Water-Making Spell,5
20580,Vera Verto,5
20583,Snake-Vanishing Spell,2
20583,Shrinking Charm,1
20584,Killing Curse,3
20584,Expulso Curse,5
20584,Impediment Jinx,1
20586,Unlocking Charm,1
20590,Impediment Jinx,0
20590,Muggle-Repelling Charm,3
20590,Revulsion Jinx,5
20594,Piertotum Locomotor,4
20594,Exploding Charm,5
20594,Lumos Maxima,2
20604,Disarming Charm,1
20604,Severing Charm,1
20604,Fire-Making Spell,4
20605,Revulsion Jinx,1
20605,Muggle-Repelling Charm,0
20605,Episkey,5
20611,Slowing Charm,3
20623,Lumos Solem Spell,5
20626,Expulso Curse,3
20629,Shrinking Charm,4
20629,Locomotion Charm,1
20630,Oppugno Jinx,4
20631,Protego Maxima,0
20632,Wand-Lighting Charm,2
20632,Oculus Reparo,1
20633,Salvio hexia,3
20638,Disarming Charm,0
20639,Imperius Curse,3
20639,Peskipiksi Pesternomi,2
20639,Locking Spell,4
20653,Snake Summons Spell,2
20654,Launch an object up into the air,4
20654,Shield Charm,3
20654,Slowing Charm,4
20658,Vera Verto,1
20659,Salvio hexia,0
20659,Patronus Charm,3
20661,Leg-Locker Curse,3
20661,Repello Inimicum,5
20662,Slowing Charm,4
20662,Salvio hexia,5
20664,Lumos Solem Spell,3
20664,Locomotion Charm,5
20666,Launch an object up into the air,4
20666,Brackium Emendo,3
20666,Protego totalum,1
20667,Freezing Charm,5
20667,Memory Charm,3
20676,Exploding Charm,2
20681,Spider repelling spell,4
20684,Piertotum Locomotor,5
20685,Expulso Curse,3
20686,Repello Inimicum,2
20686,Snake-Vanishing Spell,5
20686,Protego totalum,0
20692,Spider repelling spell,2
20692,Memory Charm,3
20692,Leg-Locker Curse,3
20695,Protego totalum,3
20697,Exploding Charm,4
20698,Piertotum Locomotor,5
20698,Unlocking Charm,1
20703,Cistem Aperio,4
20703,Oppugno Jinx,5
20703,Leg-Locker Curse,4
20704,Exploding Charm,0
20704,Peskipiksi Pesternomi,3
20704,Impediment Jinx,2
20708,Human Presence Revealing Spell,5
20708,Fire-Making Spell,4
20715,Expulso Curse,1
20715,General Counter-Spell,2
20715,Disarming Charm,3
20716,Revelio Charm,4
20716,Cruciatus Curse,5
20717,Exploding Charm,0
20717,Shield Charm,3
20717,Launch an object up into the air,4
20729,Wand-Extinguishing Charm,0
20729,Boggart-Banishing Spell,5
20729,Blasting Curse,2
20731,Muggle-Repelling Charm,0
20734,Water-Making Spell,1
20734,Sectumsempra,4
20745,Slowing Charm,3
20745,Revelio Charm,3
20745,Salvio hexia,0
20749,Salvio hexia,0
20749,Protego Maxima,2
20749,Sectumsempra,0
20758,Impediment Jinx,1
20769,Episkey,0
20769,Full Body-Bind Curse,0
20772,Freezing Charm,0
20773,Slowing Charm,2
20773,Tickling Charm,4
20777,Protego Maxima,5
20777,Human Presence Revealing Spell,2
20778,Vera Verto,0
20778,Fire-Making Spell,3
20779,Revulsion Jinx,0
20779,Fire-Making Spell,2
20781,Episkey,2
20781,Spider repelling spell,2
20786,Brackium Emendo,2
20792,Leg-Locker Curse,0
20797,Revelio Charm,2
20797,Disarming Charm,5
20799,Exploding Charm,2
20800,Episkey,0
20818,Brackium Emendo,5
20818,Launch an object up into the air,4
20818,Protego Maxima,4
20820,Protego Maxima,1
20820,Stunning Spell,4
20827,Muffliato Charm,2
20828,Salvio hexia,4
20828,Impediment Jinx,4
20830,Oculus Reparo,2
20830,Protego Maxima,1
20830,Fire-Making Spell,5
20834,Revulsion Jinx,5
20836,Leg-Locker Curse,4
20851,Water-Making Spell,4
20851,Levicorpus,1
20852,Memory Charm,2
20852,General Counter-Spell,1
20852,Freezing Charm,4
20853,Launch an object up into the air,4
20853,Oculus Reparo,0
20856,Dissendium,5
20856,Unlocking Charm,3
20856,Levicorpus,3
20863,Portus,5
20863,Water-Making Spell,5
20863,Full Body-Bind Curse,1
20864,Locomotion Charm,2
20864,Boggart-Banishing Spell,3
20864,Killing Curse,1
20866,Shrinking Charm,3
20868,Locomotion Charm,5
20869,Locking Spell,4
20889,Blasting Curse,1
20889,Water-Making Spell,2
20897,Lumos Solem Spell,4
20897,Revulsion Jinx,0
20903,Oculus Reparo,4
20918,Levitation Charm,1
20922,Cruciatus Curse,2
20922,Muffliato Charm,2
20922,Exploding Charm,1
20924,Spider repelling spell,4
20924,Severing Charm,0
20937,Expulso Curse,3
20937,Dissendium,1
20937,Repello Inimicum,3
20942,Severing Charm,0
20943,Severing Charm,3
20943,Locomotion Charm,3
20945,Imperius Curse,4
20945,Levitation Charm,5
20949,Memory Charm,1
20949,Launch an object up into the air,3
20949,Engorgement Charm,0
20955,Fire-Making Spell,5
20955,Reverse Spell,0
20955,Cruciatus Curse,1
20958,General Counter-Spell,5
20958,Salvio hexia,2
20961,Locking Spell,5
20968,Shrinking Charm,1
20968,Unlocking Charm,4
20968,Incarcerous Spell,1
20977,Memory Charm,2
20977,Muggle-Repelling Charm,5
20977,Shield Charm,0
20978,Shrinking Charm,1
20986,Salvio hexia,1
20986,Stunning Spell,1
20986,Exploding Charm,4
20989,Portus,0
20989,Repello Inimicum,1
20989,Cistem Aperio,3
20990,Boggart-Banishing Spell,0
20996,Exploding Charm,5
20997,Peskipiksi Pesternomi,1
20997,Freezing Charm,5
21007,Boggart-Banishing Spell,3
21008,Oppugno Jinx,2
21008,Cruciatus Curse,5
21008,Levicorpus,4
21019,Human Presence Revealing Spell,3
21019,Locking Spell,3
21023,Wand-Extinguishing Charm,0
21028,Muggle-Repelling Charm,3
21033,Dissendium,4
21033,Revulsion Jinx,2
21033,Spider repelling spell,2
21060,Stunning Spell,4
21066,Blasting Curse,2
21067,Cruciatus Curse,1
21067,Locking Spell,1
21067,Revelio Charm,0
21069,Lumos Solem Spell,0
21081,Leg-Locker Curse,0
21081,Stunning Spell,4
21081,Memory Charm,2
21085,Muffliato Charm,3
21085,Lumos Maxima,4
21085,Full Body-Bind Curse,1
21091,Piertotum Locomotor,1
21091,Wand-Extinguishing Charm,1
21091,Locking Spell,0
21094,Portus,3
21094,Dissendium,1
21106,Killing Curse,3
21106,Protego totalum,0
21106,Fire-Making Spell,1
21114,Oppugno Jinx,3
21114,Impediment Jinx,4
21122,Engorgement Charm,0
21122,Piertotum Locomotor,1
21129,Freezing Charm,3
21129,Memory Charm,2
21133,Reverse Spell,3
21133,Shrinking Charm,2
21133,Imperius Curse,2
21142,Shield Charm,5
21145,Snake-Vanishing Spell,3
21167,Brackium Emendo,1
21167,Shield Charm,3
21167,Protego Maxima,0
21168,Oculus Reparo,3
21168,Piertotum Locomotor,3
21174,Snake-Vanishing Spell,4
21176,General Counter-Spell,1
21191,Spider repelling spell,3
21199,Episkey,4
21199,Levitation Charm,5
21201,Shield Charm,2
21209,Impediment Jinx,3
21209,Dissendium,5
21209,Human Presence Revealing Spell,0
21210,Vera Verto,5
21211,Killing Curse,1
21211,Peskipiksi Pesternomi,4
21211,Leg-Locker Curse,4
21212,Shrinking Charm,4
21212,Peskipiksi Pesternomi,0
21212,Piertotum Locomotor,1
21217,Fire-Making Spell,5
21220,Fire-Making Spell,2
21237,Tickling Charm,1
21243,Muggle-Repelling Charm,5
21243,Water-Making Spell,0
21251,Oppugno Jinx,5
21255,Boggart-Banishing Spell,5
21255,Locomotion Charm,2
21255,Memory Charm,5
21259,Patronus Charm,0
21259,Incarcerous Spell,4
21261,Revelio Charm,2
21261,Shield Charm,5
21261,Incarcerous Spell,2
21267,Vera Verto,1
21267,Expulso Curse,5
21288,Wand-Extinguishing Charm,0
21296,Exploding Charm,2
21306,Full Body-Bind Curse,2
21306,Memory Charm,4
21311,Full Body-Bind Curse,2
21313,Exploding Charm,4
21316,Revelio Charm,1
21316,Imperius Curse,1
21323,Impediment Jinx,3
21323,Sectumsempra,2
21326,Locomotion Charm,5
21326,Stunning Spell,1
21326,Levicorpus,0
21327,Wand-Lighting Charm,1
21328,Reverse Spell,3
21329,Imperius Curse,4
21329,Levitation Charm,0
21329,Summoning Charm,2
21331,Brackium Emendo,3
21331,General Counter-Spell,0
21336,Tickling Charm,4
21338,Full Body-Bind Curse,3
21339,Muggle-Repelling Charm,3
21357,Stunning Spell,3
21357,Levitation Charm,4
21357,Portus,4
21359,Snake-Vanishing Spell,2
21359,Salvio hexia,2
21359,Fire-Making Spell,5
21366,Boggart-Banishing Spell,1
21366,Portus,0
21368,Patronus Charm,2
21377,Muffliato Charm,5
21385,Impediment Jinx,5
21390,Expulso Curse,1
21392,Repello Inimicum,1
21392,Muggle-Repelling Charm,2
21393,Mending Charm,4
21396,Locking Spell,3
21403,Expulso Curse,5
21403,General Counter-Spell,3
21403,Levitation Charm,2
21411,Patronus Charm,5
21411,Leg-Locker Curse,0
21412,Blasting Curse,1
21414,Piertotum Locomotor,5
21414,Revulsion Jinx,2
21414,Leg-Locker Curse,4
21417,Patronus Charm,2
21423,Water-Making Spell,2
21425,Leg-Locker Curse,4
21429,Levicorpus,4
21431,Impediment Jinx,3
21437,Unlocking Charm,1
21438,Salvio hexia,1
21438,Severing Charm,2
21438,Leg-Locker Curse,1
21440,Locomotion Charm,2
21440,Locking Spell,2
21440,Muffliato Charm,2
21445,Oculus Reparo,4
21445,Locking Spell,0
21445,Impediment Jinx,5
21459,Blasting Curse,2
21463,Snake Summons Spell,1
21465,Spider repelling spell,5
21473,Freezing Charm,3
21473,Protego Maxima,0
21473,Oculus Reparo,3
21477,Lumos Solem Spell,5
21477,Human Presence Revealing Spell,5
21483,Patronus Charm,3
21483,Water-Making Spell,5
21485,Piertotum Locomotor,1
21485,Cistem Aperio,4
21485,Dissendium,2
21490,Wand-Lighting Charm,3
21497,Water-Making Spell,4
21497,Protego totalum,2
21510,Full Body-Bind Curse,1
21510,Killing Curse,1
21510,Reverse Spell,2
21518,Engorgement Charm,3
21518,Impediment Jinx,3
21520,Spider repelling spell,5
21536,Cistem Aperio,4
21536,Wand-Extinguishing Charm,3
21541,Fire-Making Spell,0
21541,Protego totalum,4
21541,Shield Charm,4
21547,Mending Charm,5
21547,Revulsion Jinx,1
21547,Reverse Spell,4
21550,Freezing Charm,0
21550,Peskipiksi Pesternomi,4
21559,Lumos Solem Spell,5
21559,Slowing Charm,2
21560,Piertotum Locomotor,4
21560,Mending Charm,4
21563,Oppugno Jinx,2
21567,Revelio Charm,0
21567,Snake Summons Spell,3
21572,Repello Inimicum,0
21573,Lumos Maxima,3
21573,Wand-Extinguishing Charm,0
21577,Full Body-Bind Curse,1
21580,Brackium Emendo,0
21581,Imperius Curse,5
21584,Brackium Emendo,0
21584,Engorgement Charm,3
21584,Summoning Charm,4
21588,Lumos Solem Spell,3
21588,Oppugno Jinx,5
21588,Wand-Extinguishing Charm,1
21592,Blasting Curse,3
21593,Leg-Locker Curse,4
21593,Lumos Solem Spell,0
21593,Piertotum Locomotor,3
21595,Locomotion Charm,1
21595,Levitation Charm,3
21595,Snake Summons Spell,1
21599,Locking Spell,0
21599,Expulso Curse,1
21599,Levitation Charm,3
21600,Shrinking Charm,3
21608,Revelio Charm,3
21608,Human Presence Revealing Spell,5
21614,Snake-Vanishing Spell,2
21614,Muffliato Charm,0
21614,Locking Spell,5
21616,Cruciatus Curse,4
21616,Summoning Charm,3
21616,Oppugno Jinx,0
21619,Muggle-Repelling Charm,0
21619,Locking Spell,3
21625,Peskipiksi Pesternomi,5
21626,Freezing Charm,1
21632,Revulsion Jinx,5
21632,Human Presence Revealing Spell,4
21633,Cistem Aperio,2
21633,Vera Verto,5
21633,Oculus Reparo,4
21662,Shield Charm,1
21662,Lumos Solem Spell,3
21666,Exploding Charm,5
21666,Expulso Curse,4
21666,Impediment Jinx,3
21669,Oculus Reparo,0
21669,Fire-Making Spell,3
21671,Patronus Charm,2
21671,Stunning Spell,1
21675,Stunning Spell,4
21675,Cruciatus Curse,5
21677,Memory Charm,5
21681,Exploding Charm,0
21681,Imperius Curse,5
21683,Levicorpus,2
21683,Snake Summons Spell,2
21683,Wand-Extinguishing Charm,2
21688,Snake-Vanishing Spell,4
21692,Full Body-Bind Curse,2
21692,Cruciatus Curse,2
21693,Episkey,0
21693,Engorgement Charm,1
21700,Full Body-Bind Curse,0
21700,Cruciatus Curse,5
21700,Muggle-Repelling Charm,0
21702,Piertotum Locomotor,1
21702,Fire-Making Spell,5
21702,Muggle-Repelling Charm,2
21707,Snake-Vanishing Spell,4
21707,Slowing Charm,1
21707,Memory Charm,0
21712,Unlocking Charm,1
21712,Wand-Lighting Charm,1
21712,Stunning Spell,0
21714,Engorgement Charm,1
21714,Fire-Making Spell,1
21714,Severing Charm,3
21715,Revelio Charm,1
21715,Oppugno Jinx,4
21715,Impediment Jinx,3
21716,Killing Curse,5
21716,Reverse Spell,5
21718,Unlocking Charm,1
21718,Muffliato Charm,3
21718,Oculus Reparo,0
21719,Fire-Making Spell,1
21724,Cruciatus Curse,0
21724,Full Body-Bind Curse,3
21725,Piertotum Locomotor,5
21725,Memory Charm,2
21727,Stunning Spell,3
21729,Oppugno Jinx,1
21729,Wand-Lighting Charm,2
21732,Repello Inimicum,5
21732,Episkey,1
21733,Launch an object up into the air,2
21733,Memory Charm,0
21736,Cistem Aperio,4
21736,Snake-Vanishing Spell,5
21741,Protego totalum,0
21745,Vera Verto,2
21745,Slowing Charm,1
21745,Launch an object up into the air,2
21758,Episkey,1
21762,Boggart-Banishing Spell,3
21766,Summoning Charm,5
21766,Portus,5
21766,Muggle-Repelling Charm,5
21767,General Counter-Spell,5
21769,Spider repelling spell,2
21769,Killing Curse,5
21788,Portus,5
21788,Oculus Reparo,3
21789,Cistem Aperio,2
21789,Spider repelling spell,2
21792,Muffliato Charm,1
21796,Summoning Charm,1
21798,Patronus Charm,4
21798,Boggart-Banishing Spell,3
21802,Wand-Lighting Charm,1
21803,Wand-Lighting Charm,1
21814,Wand-Extinguishing Charm,0
21814,Summoning Charm,2
21819,Wand-Extinguishing Charm,4
21819,Impediment Jinx,3
21824,Shield Charm,1
21824,Unlocking Charm,1
21825,Episkey,1
21826,Salvio hexia,2
21826,Patronus Charm,3
21827,Mending Charm,3
21827,Shield Charm,2
21827,Shrinking Charm,4
21841,Reverse Spell,1
21841,Wand-Lighting Charm,5
21843,Fire-Making Spell,3
21843,Revelio Charm,5
21844,Vera Verto,0
21844,Oppugno Jinx,0
21844,Wand-Lighting Charm,4
21853,Levicorpus,1
21855,Killing Curse,1
21858,Reverse Spell,5
21858,Levicorpus,5
21858,Disarming Charm,4
21863,Stunning Spell,1
21863,Expulso Curse,3
21864,Protego Maxima,3
21864,Slowing Charm,4
21870,Reverse Spell,0
21870,Protego Maxima,2
21870,Full Body-Bind Curse,1
21872,Stunning Spell,1
21872,Reverse Spell,3
21872,Water-Making Spell,2
21880,Exploding Charm,3
21883,Peskipiksi Pesternomi,2
21885,Sectumsempra,5
21885,Reverse Spell,5
21885,Imperius Curse,2
21887,Oppugno Jinx,1
21887,Blasting Curse,0
21899,Fire-Making Spell,3
21899,Levitation Charm,4
21899,Levicorpus,1
21900,Piertotum Locomotor,1
21905,Patronus Charm,3
21916,Revelio Charm,2
21916,Portus,3
21916,Incarcerous Spell,0
21925,Dissendium,3
21929,Full Body-Bind Curse,2
21930,Engorgement Charm,1
21934,Dissendium,0
21944,Stunning Spell,3
21944,Disarming Charm,1
21944,Launch an object up into the air,0
21946,Memory Charm,0
21946,Leg-Locker Curse,5
21956,Fire-Making Spell,2
21956,Exploding Charm,0
21956,Boggart-Banishing Spell,0
