ВОИН_ИД,ЗАКЛИНАНИЕ_НАЗВАНИЕ
36658,Cistem Aperio
36658,Revelio Charm
36658,Disarming Charm
36659,Patronus Charm
36659,Unlocking Charm
36664,Imperius Curse
36666,General Counter-Spell
36667,Summoning Charm
36667,Locking Spell
36668,Unlocking Charm
36670,Episkey
36670,Tickling Charm
36672,Cruciatus Curse
36674,Summoning Charm
36674,Sectumsempra
36674,Stunning Spell
36684,Salvio hexia
36684,Cistem Aperio
36688,Snake Summons Spell
36698,General Counter-Spell
36698,Stunning Spell
36699,Snake Summons Spell
36701,Protego Maxima
36701,Revelio Charm
36702,Wand-Lighting Charm
36702,Blasting Curse
36702,Shield Charm
36705,Portus
36707,Slowing Charm
36708,Piertotum Locomotor
36708,Sectumsempra
36711,General Counter-Spell
36714,Lumos Solem Spell
36714,Portus
36718,Disarming Charm
36718,Muggle-Repelling Charm
36719,Sectumsempra
36720,Leg-Locker Curse
36720,Portus
36720,Launch an object up into the air
36721,Summoning Charm
36721,Cruciatus Curse
36723,Muggle-Repelling Charm
36724,Full Body-Bind Curse
36726,Vera Verto
36730,Vera Verto
36732,Piertotum Locomotor
36732,Levicorpus
36732,Exploding Charm
36733,Revelio Charm
36735,Summoning Charm
36735,Brackium Emendo
36735,Wand-Extinguishing Charm
36737,Lumos Solem Spell
36737,Vera Verto
36737,Full Body-Bind Curse
36738,Piertotum Locomotor
36738,Locomotion Charm
36738,Patronus Charm
36739,Exploding Charm
36739,Oculus Reparo
36741,Revulsion Jinx
36741,Patronus Charm
36742,Muggle-Repelling Charm
36742,Spider repelling spell
36743,Sectumsempra
36743,Wand-Lighting Charm
36743,Patronus Charm
36747,Snake-Vanishing Spell
36747,Slowing Charm
36748,Killing Curse
36748,Muggle-Repelling Charm
36748,Water-Making Spell
36749,Salvio hexia
36749,Fire-Making Spell
36749,Full Body-Bind Curse
36752,Protego totalum
36752,Revulsion Jinx
36752,Reverse Spell
36753,Expulso Curse
36753,Reverse Spell
36753,Brackium Emendo
36754,Sectumsempra
36755,Vera Verto
36755,Levicorpus
36756,Engorgement Charm
36756,Blasting Curse
36758,Reverse Spell
36758,Tickling Charm
36759,Engorgement Charm
36759,Human Presence Revealing Spell
36759,Muggle-Repelling Charm
36761,Memory Charm
36761,Disarming Charm
36763,Wand-Extinguishing Charm
36763,Full Body-Bind Curse
36763,Levicorpus
36764,Stunning Spell
36764,Expulso Curse
36764,Piertotum Locomotor
36766,Snake-Vanishing Spell
36766,Launch an object up into the air
36766,Fire-Making Spell
36770,Shrinking Charm
36770,Engorgement Charm
36771,Reverse Spell
36771,Wand-Lighting Charm
36772,Cistem Aperio
36772,Full Body-Bind Curse
36772,Fire-Making Spell
36775,Dissendium
36775,Imperius Curse
36775,Piertotum Locomotor
36776,Launch an object up into the air
36776,Mending Charm
36778,Cistem Aperio
36779,Locomotion Charm
36782,Imperius Curse
36783,Snake-Vanishing Spell
36783,Lumos Solem Spell
36783,Exploding Charm
36786,Impediment Jinx
36786,Killing Curse
36789,Human Presence Revealing Spell
36789,Sectumsempra
36790,Stunning Spell
36791,Memory Charm
36791,Muffliato Charm
36792,Engorgement Charm
36792,Revulsion Jinx
36794,Vera Verto
36794,Muffliato Charm
36794,Spider repelling spell
36795,Snake-Vanishing Spell
36796,Snake-Vanishing Spell
36798,Snake-Vanishing Spell
36798,Episkey
36800,Levitation Charm
36803,Blasting Curse
36803,Wand-Lighting Charm
36805,Dissendium
36805,Snake Summons Spell
36808,Impediment Jinx
36808,Shield Charm
36808,Wand-Lighting Charm
36810,Revulsion Jinx
36810,Muggle-Repelling Charm
36810,Engorgement Charm
36811,Sectumsempra
36811,Dissendium
36811,Peskipiksi Pesternomi
36816,Lumos Solem Spell
36816,Blasting Curse
36817,Patronus Charm
36817,Launch an object up into the air
36819,Patronus Charm
36819,Launch an object up into the air
36821,Lumos Maxima
36821,Reverse Spell
36821,Freezing Charm
36822,Summoning Charm
36822,Vera Verto
36825,Protego Maxima
36827,Revelio Charm
36827,Locomotion Charm
36827,Imperius Curse
36830,Piertotum Locomotor
36831,Imperius Curse
36836,Revulsion Jinx
36836,Cistem Aperio
36836,Summoning Charm
36838,Snake Summons Spell
36838,Lumos Maxima
36838,Piertotum Locomotor
36839,Fire-Making Spell
36839,Peskipiksi Pesternomi
36844,Leg-Locker Curse
36846,Patronus Charm
36846,Tickling Charm
36846,Vera Verto
36849,Levicorpus
36852,Wand-Lighting Charm
36853,Levitation Charm
36853,Cruciatus Curse
36854,Unlocking Charm
36859,Stunning Spell
36859,Repello Inimicum
36860,Revelio Charm
36860,Slowing Charm
36864,Exploding Charm
36864,Slowing Charm
36865,Peskipiksi Pesternomi
36865,Dissendium
36865,Full Body-Bind Curse
36868,Locomotion Charm
36868,Imperius Curse
36870,Lumos Solem Spell
36870,Leg-Locker Curse
36870,Cruciatus Curse
36874,Fire-Making Spell
36874,Killing Curse
36877,Muggle-Repelling Charm
36877,Repello Inimicum
36877,Mending Charm
36879,Spider repelling spell
36880,Stunning Spell
36880,Cruciatus Curse
36880,Patronus Charm
36881,Severing Charm
36881,Engorgement Charm
36882,Tickling Charm
36882,Snake-Vanishing Spell
36884,Tickling Charm
36884,Reverse Spell
36885,Muggle-Repelling Charm
36885,Cistem Aperio
36886,Locomotion Charm
36886,Blasting Curse
36888,Shield Charm
36888,Imperius Curse
36888,Revulsion Jinx
36891,Peskipiksi Pesternomi
36893,Imperius Curse
36894,Tickling Charm
36895,Human Presence Revealing Spell
36895,Disarming Charm
36895,Locking Spell
36896,Shrinking Charm
36897,Memory Charm
36897,Sectumsempra
36899,Stunning Spell
36899,Leg-Locker Curse
36899,Shrinking Charm
36901,Slowing Charm
36901,Blasting Curse
36901,Episkey
36903,Severing Charm
36903,Imperius Curse
36903,Expulso Curse
36908,Stunning Spell
36908,Sectumsempra
36910,Brackium Emendo
36910,Oculus Reparo
36911,Protego Maxima
36911,Launch an object up into the air
36915,Peskipiksi Pesternomi
36915,Launch an object up into the air
36917,Stunning Spell
36917,Revelio Charm
36921,Brackium Emendo
36923,Wand-Extinguishing Charm
36923,Human Presence Revealing Spell
36925,Fire-Making Spell
36926,Killing Curse
36926,Slowing Charm
36926,Exploding Charm
36927,Summoning Charm
36927,General Counter-Spell
36930,Cistem Aperio
36931,Exploding Charm
36931,Mending Charm
36931,Piertotum Locomotor
36932,Fire-Making Spell
36932,Blasting Curse
36932,Water-Making Spell
36934,Portus
36934,Freezing Charm
36940,Human Presence Revealing Spell
36940,Repello Inimicum
36940,Freezing Charm
36942,Locking Spell
36942,Snake-Vanishing Spell
36942,Memory Charm
36943,Lumos Solem Spell
36944,Shield Charm
36944,Protego Maxima
36944,Peskipiksi Pesternomi
36945,Wand-Extinguishing Charm
36948,Levicorpus
36948,Locking Spell
36948,Severing Charm
36949,Episkey
36951,Cistem Aperio
36951,Memory Charm
36958,Dissendium
36958,Expulso Curse
36960,Memory Charm
36964,Water-Making Spell
36964,Muffliato Charm
36964,Levitation Charm
36966,Severing Charm
36969,Wand-Extinguishing Charm
36970,Oppugno Jinx
36970,Mending Charm
36972,Engorgement Charm
36974,Sectumsempra
36974,Spider repelling spell
36974,Tickling Charm
36975,Patronus Charm
36976,Stunning Spell
36979,Piertotum Locomotor
36980,Dissendium
36980,Cruciatus Curse
36980,Full Body-Bind Curse
36986,Memory Charm
36986,Incarcerous Spell
36986,Reverse Spell
36987,Full Body-Bind Curse
36987,Freezing Charm
36990,Wand-Extinguishing Charm
36993,Wand-Extinguishing Charm
36999,Killing Curse
36999,Engorgement Charm
37006,Locomotion Charm
37011,Vera Verto
37012,Locomotion Charm
37012,Peskipiksi Pesternomi
37012,Shield Charm
37014,Wand-Lighting Charm
37014,Shield Charm
37014,Protego totalum
37018,Severing Charm
37018,Dissendium
37018,Muggle-Repelling Charm
37019,Leg-Locker Curse
37021,Disarming Charm
37021,Expulso Curse
37021,Memory Charm
37023,Dissendium
37023,Blasting Curse
37026,Launch an object up into the air
37027,Oppugno Jinx
37033,Wand-Lighting Charm
37033,Vera Verto
37033,General Counter-Spell
37034,Protego totalum
37034,Lumos Solem Spell
37034,Wand-Extinguishing Charm
37035,Sectumsempra
37035,Disarming Charm
37035,Impediment Jinx
37036,Tickling Charm
37040,Water-Making Spell
37043,Spider repelling spell
37044,Reverse Spell
37044,Memory Charm
37044,Slowing Charm
37045,Slowing Charm
37045,Oculus Reparo
37046,Boggart-Banishing Spell
37047,Shrinking Charm
37049,Memory Charm
37051,Human Presence Revealing Spell
37053,Muffliato Charm
37057,Oculus Reparo
37057,Wand-Lighting Charm
37058,Reverse Spell
37058,Shrinking Charm
37058,Lumos Maxima
37063,Muffliato Charm
37063,Shrinking Charm
37065,Imperius Curse
37066,Protego Maxima
37066,Unlocking Charm
37066,Cistem Aperio
37068,Cruciatus Curse
37068,Vera Verto
37068,Leg-Locker Curse
37070,Sectumsempra
37070,Spider repelling spell
37075,Levicorpus
37077,Fire-Making Spell
37081,Disarming Charm
37082,Muggle-Repelling Charm
37082,Leg-Locker Curse
37082,Imperius Curse
37083,Lumos Solem Spell
37083,Summoning Charm
37084,Cruciatus Curse
37084,Dissendium
37084,Impediment Jinx
37085,Boggart-Banishing Spell
37088,Wand-Lighting Charm
37088,Spider repelling spell
37088,Summoning Charm
37089,Brackium Emendo
37089,Locomotion Charm
37089,Expulso Curse
37090,Imperius Curse
37093,Levitation Charm
37093,Revulsion Jinx
37093,Water-Making Spell
37094,Engorgement Charm
37095,Levicorpus
37095,Leg-Locker Curse
37095,Revulsion Jinx
37096,Shield Charm
37096,Impediment Jinx
37096,Protego Maxima
37098,Episkey
37100,Incarcerous Spell
37100,Fire-Making Spell
37100,Stunning Spell
37103,Muggle-Repelling Charm
37103,Levitation Charm
37105,Repello Inimicum
37105,Revulsion Jinx
37106,Portus
37106,Muffliato Charm
37106,General Counter-Spell
37108,Levicorpus
37108,Revulsion Jinx
37117,Expulso Curse
37117,Water-Making Spell
37117,Patronus Charm
37120,Patronus Charm
37120,Killing Curse
37120,Locomotion Charm
37124,Protego totalum
37127,Boggart-Banishing Spell
37133,Human Presence Revealing Spell
37133,Freezing Charm
37144,Muffliato Charm
37145,Water-Making Spell
37145,Protego Maxima
37145,Human Presence Revealing Spell
37146,Water-Making Spell
37147,Cistem Aperio
37147,Peskipiksi Pesternomi
37147,Shrinking Charm
37149,Wand-Extinguishing Charm
37149,Protego Maxima
37150,Shield Charm
37150,Reverse Spell
37152,Summoning Charm
37153,Episkey
37153,Reverse Spell
37153,Revelio Charm
37154,Launch an object up into the air
37156,Shield Charm
37156,Piertotum Locomotor
37156,Wand-Lighting Charm
37158,Repello Inimicum
37158,Severing Charm
37159,Engorgement Charm
37160,Leg-Locker Curse
37160,Reverse Spell
37160,Fire-Making Spell
37161,Piertotum Locomotor
37161,Human Presence Revealing Spell
37161,Episkey
37162,Portus
37162,Exploding Charm
37165,Protego totalum
37165,Memory Charm
37165,Exploding Charm
37166,Boggart-Banishing Spell
37166,Leg-Locker Curse
37169,Cruciatus Curse
37169,Muffliato Charm
37169,Mending Charm
37173,Lumos Solem Spell
37176,Locomotion Charm
37177,Cruciatus Curse
37180,Impediment Jinx
37180,Summoning Charm
37182,Locking Spell
37182,Levicorpus
37184,Snake Summons Spell
37184,Vera Verto
37184,Brackium Emendo
37188,Mending Charm
37188,Muffliato Charm
37190,Locomotion Charm
37190,Leg-Locker Curse
37194,Unlocking Charm
37195,Repello Inimicum
37195,Vera Verto
37197,Human Presence Revealing Spell
37200,Peskipiksi Pesternomi
37207,Boggart-Banishing Spell
37207,Tickling Charm
37211,Snake Summons Spell
37212,Wand-Extinguishing Charm
37215,Brackium Emendo
37215,Shield Charm
37215,Portus
37216,Wand-Extinguishing Charm
37216,Oculus Reparo
37217,Wand-Lighting Charm
37219,Severing Charm
37219,Engorgement Charm
37223,Portus
37223,Locomotion Charm
37223,Imperius Curse
37225,Engorgement Charm
37225,Sectumsempra
37225,Freezing Charm
37233,Memory Charm
37234,Blasting Curse
37236,Peskipiksi Pesternomi
37239,Stunning Spell
37241,Protego totalum
37241,Portus
37241,Snake Summons Spell
37242,Tickling Charm
37242,Impediment Jinx
37242,Muggle-Repelling Charm
37243,Cistem Aperio
37243,Wand-Extinguishing Charm
37246,Summoning Charm
37246,Salvio hexia
37246,Oppugno Jinx
37248,Revelio Charm
37249,Sectumsempra
37251,Lumos Maxima
37251,Shrinking Charm
37254,Brackium Emendo
37254,Oculus Reparo
37254,Stunning Spell
37256,Expulso Curse
37256,Repello Inimicum
37256,Human Presence Revealing Spell
37257,Cistem Aperio
37257,Wand-Lighting Charm
37261,Locking Spell
37261,Muggle-Repelling Charm
37261,Memory Charm
37262,Killing Curse
37264,Exploding Charm
37264,Protego Maxima
37266,Disarming Charm
37266,Revulsion Jinx
37267,Protego totalum
37267,Peskipiksi Pesternomi
37267,Revulsion Jinx
37268,Peskipiksi Pesternomi
37268,Levitation Charm
37268,General Counter-Spell
37277,Cruciatus Curse
37277,Oppugno Jinx
37277,Spider repelling spell
37278,Portus
37278,Snake-Vanishing Spell
37280,Muffliato Charm
37282,Cistem Aperio
37282,Slowing Charm
37282,Lumos Solem Spell
37284,Snake Summons Spell
37286,Engorgement Charm
37289,Water-Making Spell
37289,Exploding Charm
37290,Lumos Maxima
37290,Peskipiksi Pesternomi
37294,Boggart-Banishing Spell
37294,Muggle-Repelling Charm
37297,Locomotion Charm
37298,Shrinking Charm
37299,Sectumsempra
37302,Water-Making Spell
37302,Levicorpus
37304,Wand-Lighting Charm
37304,Water-Making Spell
37305,Incarcerous Spell
37305,Boggart-Banishing Spell
37306,Stunning Spell
37306,Oculus Reparo
37308,Impediment Jinx
37308,Muffliato Charm
37308,Repello Inimicum
37315,Levicorpus
37315,Dissendium
37315,General Counter-Spell
37317,Piertotum Locomotor
37317,Levitation Charm
37319,Mending Charm
37319,Episkey
37319,Reverse Spell
37320,Patronus Charm
37323,Full Body-Bind Curse
37323,Lumos Solem Spell
37323,Memory Charm
37326,Brackium Emendo
37327,Imperius Curse
37327,Cistem Aperio
37331,Vera Verto
37331,Peskipiksi Pesternomi
37331,Launch an object up into the air
37332,Launch an object up into the air
37332,Summoning Charm
37332,Water-Making Spell
37333,Patronus Charm
37337,Fire-Making Spell
37337,Imperius Curse
37338,Severing Charm
37338,Repello Inimicum
37338,Locking Spell
37339,Cistem Aperio
37342,Muffliato Charm
37342,Blasting Curse
37343,Boggart-Banishing Spell
37345,Exploding Charm
37349,Locomotion Charm
37349,Lumos Maxima
37349,Dissendium
37350,Cistem Aperio
37354,Shield Charm
37356,Dissendium
37356,Locomotion Charm
37356,Snake-Vanishing Spell
37359,Imperius Curse
37361,Mending Charm
37363,Shield Charm
37363,Revelio Charm
37364,Memory Charm
37364,Expulso Curse
37364,Mending Charm
37365,Exploding Charm
37365,Salvio hexia
37365,Oppugno Jinx
37367,Dissendium
37367,Expulso Curse
37367,Lumos Solem Spell
37368,Leg-Locker Curse
37370,Water-Making Spell
37373,Revulsion Jinx
37373,Stunning Spell
37374,Protego Maxima
37375,Tickling Charm
37375,Protego totalum
37375,Lumos Maxima
37377,Oculus Reparo
37378,Unlocking Charm
37380,Expulso Curse
37380,Salvio hexia
37381,Oppugno Jinx
37384,Stunning Spell
37384,Vera Verto
37384,Impediment Jinx
37385,Killing Curse
37385,Snake Summons Spell
37386,Oculus Reparo
37388,Wand-Extinguishing Charm
37388,Blasting Curse
37389,Spider repelling spell
37391,Impediment Jinx
37391,Expulso Curse
37391,Brackium Emendo
37393,Sectumsempra
37393,Protego Maxima
37396,Shrinking Charm
37396,Snake Summons Spell
37397,Shield Charm
37397,Stunning Spell
37398,Patronus Charm
37401,Human Presence Revealing Spell
37401,Lumos Solem Spell
37402,Slowing Charm
37402,Mending Charm
37406,Reverse Spell
37406,Water-Making Spell
37408,Exploding Charm
37413,Unlocking Charm
37413,Patronus Charm
37413,Repello Inimicum
37416,Disarming Charm
37417,Wand-Extinguishing Charm
37417,Blasting Curse
37417,Oculus Reparo
37418,Lumos Solem Spell
37418,Locomotion Charm
37420,Blasting Curse
37420,Repello Inimicum
37421,Shrinking Charm
37421,Killing Curse
37421,Protego Maxima
37423,Episkey
37427,Water-Making Spell
37427,Patronus Charm
37428,Memory Charm
37430,Locking Spell
37430,Episkey
37430,Expulso Curse
37431,Protego Maxima
37431,Memory Charm
37432,Memory Charm
37432,Snake Summons Spell
37434,Levitation Charm
37434,Mending Charm
37434,Human Presence Revealing Spell
37439,Revelio Charm
37439,Muffliato Charm
37443,Memory Charm
37443,Blasting Curse
37443,Wand-Lighting Charm
37449,Sectumsempra
37449,Shield Charm
37450,Protego Maxima
37450,Slowing Charm
37450,Muggle-Repelling Charm
37451,Blasting Curse
37451,Incarcerous Spell
37451,Cistem Aperio
37453,Revelio Charm
37453,Imperius Curse
37453,Freezing Charm
37456,Killing Curse
37456,Revulsion Jinx
37457,Levicorpus
37459,Snake-Vanishing Spell
37459,Revelio Charm
37459,Boggart-Banishing Spell
37461,Expulso Curse
37471,Protego totalum
37471,Muggle-Repelling Charm
37479,Engorgement Charm
37479,Lumos Maxima
37479,Protego Maxima
37483,Cruciatus Curse
37486,Boggart-Banishing Spell
37487,General Counter-Spell
37488,Summoning Charm
37488,Imperius Curse
37488,Leg-Locker Curse
37489,Imperius Curse
37490,Tickling Charm
37490,General Counter-Spell
37492,Leg-Locker Curse
37494,Oculus Reparo
37494,Salvio hexia
37494,Locking Spell
37497,Levitation Charm
37497,Revulsion Jinx
37497,Memory Charm
37498,Repello Inimicum
37501,Incarcerous Spell
37501,Revelio Charm
37502,Expulso Curse
37502,Muggle-Repelling Charm
37503,Engorgement Charm
37503,Levitation Charm
37504,Snake Summons Spell
37504,Memory Charm
37504,Shield Charm
37505,Water-Making Spell
37505,Memory Charm
37507,Repello Inimicum
37507,Memory Charm
37507,Impediment Jinx
37510,Locomotion Charm
37510,Cruciatus Curse
37510,Lumos Maxima
37512,Blasting Curse
37512,Reverse Spell
37513,Vera Verto
37513,Oppugno Jinx
37513,Protego totalum
37517,Summoning Charm
37521,Cruciatus Curse
37521,Engorgement Charm
37523,Snake Summons Spell
37523,Leg-Locker Curse
37523,Human Presence Revealing Spell
37524,Tickling Charm
37526,Repello Inimicum
37526,Human Presence Revealing Spell
37526,Fire-Making Spell
37529,Leg-Locker Curse
37532,Brackium Emendo
37532,Protego Maxima
37534,Incarcerous Spell
37536,Blasting Curse
37537,Mending Charm
37537,Muggle-Repelling Charm
37537,Dissendium
37542,Summoning Charm
37544,Water-Making Spell
37544,Shrinking Charm
37548,Spider repelling spell
37557,Blasting Curse
37557,Shield Charm
37557,Imperius Curse
37558,Oculus Reparo
37558,Human Presence Revealing Spell
37558,Revulsion Jinx
37559,Episkey
37559,Levicorpus
37562,Oculus Reparo
37562,Sectumsempra
37562,Brackium Emendo
37563,Episkey
37569,Memory Charm
37569,Incarcerous Spell
37570,Revelio Charm
37572,Wand-Extinguishing Charm
37574,Leg-Locker Curse
37577,Locomotion Charm
37577,Salvio hexia
37580,Expulso Curse
37580,Snake-Vanishing Spell
37580,Levicorpus
37582,Muffliato Charm
37588,Severing Charm
37588,Cistem Aperio
37590,Wand-Lighting Charm
37599,Oculus Reparo
37599,Mending Charm
37599,Locking Spell
37600,Wand-Lighting Charm
37601,Impediment Jinx
37601,Snake Summons Spell
37601,Protego totalum
37607,Cistem Aperio
37607,Severing Charm
37607,Repello Inimicum
37608,Patronus Charm
37608,Disarming Charm
37609,Engorgement Charm
37609,Summoning Charm
37611,Oculus Reparo
37611,Expulso Curse
37614,Launch an object up into the air
37615,Oculus Reparo
